"","UNIQUE_CARRIER","ORIGIN","DEST","count","c_rate","distance"
"374","9E","DTW","LAN",3559,0.0191064905872436,46.07754987356
"375","9E","DTW","LEX",1416,0.0162429378531073,77.6772598870056
"376","9E","DTW","LGA",3,0,110.333333333333
"377","9E","DTW","LIT",312,0.0288461538461538,139.487179487179
"378","9E","DTW","LSE",672,0.0178571428571429,97.7916666666667
"379","9E","DTW","MBS",4067,0.0167199409884436,51.0314728300959
"380","9E","DTW","MCI",515,0.0135922330097087,132.856310679612
"381","9E","DTW","MDT",2002,0.0164835164835165,86.2957042957043
"382","9E","DTW","MDW",3559,0.0297836470918797,80.3048609159876
"383","9E","DTW","MEM",321,0.00311526479750779,121.433021806854
"384","9E","DTW","MHT",1286,0.0163297045101089,111.0233281493
"385","9E","DTW","MKE",303,0.0132013201320132,76.3135313531353
"386","9E","DTW","MLI",1974,0.0121580547112462,90.5288753799392
"387","9E","DTW","MQT",887,0.028184892897407,86.6786922209696
"388","9E","DTW","MSN",704,0.00994318181818182,83.0213068181818
"389","9E","DTW","MSP",12,0,121.583333333333
"390","9E","DTW","MSY",24,0,156.166666666667
"391","9E","DTW","OKC",432,0.0185185185185185,157.75462962963
"392","9E","DTW","OMA",1371,0.0109409190371991,127.863603209336
"393","9E","DTW","ORD",182,0.0714285714285714,82.0549450549451
"394","9E","DTW","ORF",1541,0.0188189487345879,109.976638546398
"395","9E","DTW","PHL",783,0.0408684546615581,107.816091954023
"396","9E","DTW","PIA",1324,0.0241691842900302,85.3791540785498
"397","9E","DTW","PIT",1432,0.0104748603351955,68.2276536312849
"398","9E","DTW","PLN",1231,0.0422420796100731,71.1242891957758
"399","9E","DTW","PVD",2120,0.0231132075471698,113.55141509434
"400","9E","DTW","PWM",2253,0.0168664003550821,115.767865068797
"401","9E","DTW","RDU",508,0.0078740157480315,105.515748031496
"402","9E","DTW","RIC",1566,0.0191570881226054,101.244572158365
"403","9E","DTW","ROA",839,0.0286054827175209,89.9761620977354
"404","9E","DTW","ROC",1546,0.0168175937904269,78.4197930142303
"405","9E","DTW","RST",549,0.0273224043715847,102.865209471767
"406","9E","DTW","SAT",30,0.0666666666666667,204.933333333333
"407","9E","DTW","SAV",436,0.0137614678899083,130.474770642202
"408","9E","DTW","SBN",2256,0.0150709219858156,58.7912234042553
"409","9E","DTW","SCE",1937,0.0201342281879195,78.7872999483738
"410","9E","DTW","SDF",469,0.0127931769722814,84.0767590618337
"411","9E","DTW","SGF",66,0.0151515151515152,117.181818181818
"412","9E","DTW","STL",248,0.0282258064516129,108.08064516129
"413","9E","DTW","SWF",1975,0.0243037974683544,99.666329113924
"414","9E","DTW","SYR",1524,0.0196850393700787,84.9133858267717
"415","9E","DTW","TOL",32,0.03125,49.71875
"416","9E","DTW","TRI",375,0.0106666666666667,96.6506666666667
"417","9E","DTW","TUL",663,0.0165912518853695,148.289592760181
"418","9E","DTW","TVC",3030,0.0273927392739274,67.319801980198
"419","9E","DTW","TYS",1542,0.00843060959792477,95.8210116731517
"420","9E","DTW","XNA",258,0.0193798449612403,141.038759689922
"421","9E","DTW","ESC",628,0.035031847133758,83.0509554140127
"422","9E","DTW","CIU",673,0.025260029717682,76.9762258543834
"423","9E","ECP","ATL",159,0.0251572327044025,75.0817610062893
"424","9E","ECP","MEM",367,0.0408719346049046,91.6021798365123
"425","9E","ELM","DTW",1690,0.0124260355029586,88.0213017751479
"426","9E","ERI","DTW",2277,0.0351339481774264,65.4470794905578
"427","9E","EVV","ATL",305,0.00983606557377049,79.3147540983607
"428","9E","EVV","CVG",1,0,49
"429","9E","EVV","DTW",1385,0.0252707581227437,87.9790613718412
"430","9E","EVV","MEM",172,0.0406976744186047,67.9883720930233
"431","9E","EWR","ATL",100,0.11,157.76
"432","9E","EWR","CVG",855,0.0666666666666667,128.447953216374
"433","9E","EWR","DTW",409,0.0611246943765281,124.775061124694
"434","9E","EWR","MEM",49,0,182
"435","9E","EWR","MSP",178,0.0280898876404494,185.612359550562
"436","9E","FAR","MSP",1055,0.028436018957346,65.6492890995261
"437","9E","FAR","SLC",1,0,156
"438","9E","FLL","CVG",108,0.0277777777777778,158.694444444444
"439","9E","FNT","ATL",27,0,133.814814814815
"440","9E","FNT","DTW",2481,0.0181378476420798,45.2224909310762
"441","9E","FNT","MSP",956,0.0251046025104603,104.071129707113
"442","9E","FSD","DTW",468,0.0448717948717949,128.747863247863
"443","9E","FSD","MSP",1689,0.0284191829484902,64.2563647128478
"444","9E","FSM","MEM",798,0.0401002506265664,65.7794486215539
"445","9E","FWA","ATL",1183,0.0278951817413356,113.503803888419
"446","9E","FWA","CVG",241,0.037344398340249,55.1825726141079
"447","9E","FWA","DTW",2738,0.0197224251278305,60.3429510591673
"448","9E","FWA","MSP",551,0.0235934664246824,106.119782214156
"449","9E","GEG","MSP",1,0,175
"450","9E","GEG","SLC",32,0.09375,99.65625
"451","9E","GFK","MSP",1797,0.0467445742904841,71.9955481357819
"452","9E","GPT","ATL",26,0,93.8846153846154
"453","9E","GPT","MEM",538,0.0297397769516729,81.3828996282528
